ENSG00000234769	ENST00000326592	16	-1	64043	69448	WASH4P	protein_coding
ENSG00000102858	ENST00000590790	16	1	4700388	4730068	MGRN1	protein_coding
ENSG00000102858	ENST00000593224	16	1	4700401	4723555	MGRN1	protein_coding
ENSG00000168101	ENST00000304301	16	1	4743695	4745860	NUDT16L1	protein_coding
ENSG00000168101	ENST00000586252	16	1	4743704	4745562	NUDT16L1	protein_coding
ENSG00000168101	ENST00000586536	16	1	4743708	4745860	NUDT16L1	protein_coding
ENSG00000168101	ENST00000405142	16	1	4743719	4745856	NUDT16L1	protein_coding
ENSG00000168101	ENST00000590460	16	1	4743762	4745293	NUDT16L1	protein_coding
ENSG00000168096	ENST00000446014	16	-1	4746513	4781584	ANKS3	protein_coding
ENSG00000168096	ENST00000304283	16	-1	4746513	4784163	ANKS3	protein_coding
ENSG00000168096	ENST00000585773	16	-1	4746858	4784250	ANKS3	protein_coding
ENSG00000168096	ENST00000588513	16	-1	4747354	4755231	ANKS3	protein_coding
ENSG00000168096	ENST00000450067	16	-1	4749755	4784250	ANKS3	protein_coding
ENSG00000168096	ENST00000586605	16	-1	4750971	4784331	ANKS3	protein_coding
ENSG00000168096	ENST00000592421	16	-1	4750980	4784346	ANKS3	protein_coding
ENSG00000168096	ENST00000586166	16	-1	4751119	4784265	ANKS3	protein_coding
ENSG00000168096	ENST00000592698	16	-1	4752168	4784264	ANKS3	protein_coding
ENSG00000168096	ENST00000589065	16	-1	4755244	4784248	ANKS3	protein_coding
ENSG00000168096	ENST00000592711	16	-1	4764157	4784128	ANKS3	protein_coding
ENSG00000168096	ENST00000590147	16	-1	4774826	4784161	ANKS3	protein_coding
ENSG00000168096	ENST00000592190	16	-1	4776660	4784229	ANKS3	protein_coding
ENSG00000166246	ENST00000299320	16	1	4784273	4799397	C16orf71	protein_coding
ENSG00000166246	ENST00000586724	16	1	4784345	4790346	C16orf71	protein_coding
ENSG00000166246	ENST00000590191	16	1	4784481	4799396	C16orf71	protein_coding
ENSG00000103199	ENST00000219478	16	-1	4798240	4817219	ZNF500	protein_coding
ENSG00000103199	ENST00000588942	16	-1	4798245	4802631	ZNF500	protein_coding
ENSG00000103199	ENST00000545009	16	-1	4800815	4817217	ZNF500	protein_coding
ENSG00000103199	ENST00000592425	16	-1	4802728	4808576	ZNF500	protein_coding
ENSG00000103199	ENST00000588602	16	-1	4815617	4816973	ZNF500	protein_coding
ENSG00000103199	ENST00000585977	16	-1	4815903	4817625	ZNF500	protein_coding
ENSG00000140623	ENST00000396693	16	-1	4827670	4838347	SEPT12	protein_coding
ENSG00000140623	ENST00000268231	16	-1	4827670	4838522	SEPT12	protein_coding
ENSG00000140623	ENST00000591624	16	-1	4836079	4838255	SEPT12	protein_coding
ENSG00000267795	ENST00000589721	16	1	4838398	4846282	SMIM22	protein_coding
ENSG00000267795	ENST00000589327	16	1	4838457	4846282	SMIM22	protein_coding
ENSG00000267795	ENST00000588606	16	1	4845379	4846282	SMIM22	protein_coding
ENSG00000267795	ENST00000586005	16	1	4845422	4846282	SMIM22	protein_coding
ENSG00000267795	ENST00000591870	16	1	4845681	4846280	SMIM22	protein_coding
ENSG00000267795	ENST00000588500	16	1	4845704	4846317	SMIM22	protein_coding
ENSG00000267795	ENST00000586440	16	1	4845714	4846492	SMIM22	protein_coding
ENSG00000067836	ENST00000322048	16	-1	4846969	4852951	ROGDI	protein_coding
ENSG00000067836	ENST00000592019	16	-1	4847310	4850553	ROGDI	protein_coding
ENSG00000067836	ENST00000586504	16	-1	4847404	4851302	ROGDI	protein_coding
ENSG00000067836	ENST00000591392	16	-1	4847704	4852622	ROGDI	protein_coding
ENSG00000067836	ENST00000587711	16	-1	4847708	4852628	ROGDI	protein_coding
ENSG00000067836	ENST00000586153	16	-1	4847722	4850579	ROGDI	protein_coding
ENSG00000140632	ENST00000589389	16	-1	4853204	4896211	GLYR1	protein_coding
ENSG00000140632	ENST00000436648	16	-1	4853204	4897280	GLYR1	protein_coding
ENSG00000140632	ENST00000321919	16	-1	4853204	4897343	GLYR1	protein_coding
ENSG00000140632	ENST00000381983	16	-1	4853207	4897282	GLYR1	protein_coding
ENSG00000140632	ENST00000591451	16	-1	4855050	4897266	GLYR1	protein_coding
ENSG00000140632	ENST00000588297	16	-1	4867654	4897289	GLYR1	protein_coding
ENSG00000140632	ENST00000587297	16	-1	4871205	4882222	GLYR1	protein_coding
ENSG00000118900	ENST00000592120	16	1	4896666	4909130	UBN1	protein_coding
ENSG00000118900	ENST00000262376	16	1	4897632	4932361	UBN1	protein_coding
ENSG00000118900	ENST00000545171	16	1	4897912	4932357	UBN1	protein_coding
ENSG00000118900	ENST00000590769	16	1	4898381	4930295	UBN1	protein_coding
ENSG00000118900	ENST00000396658	16	1	4902216	4932361	UBN1	protein_coding
ENSG00000118900	ENST00000586716	16	1	4920889	4924969	UBN1	protein_coding
ENSG00000118898	ENST00000345988	16	-1	4932508	4987136	PPL	protein_coding
ENSG00000118898	ENST00000590782	16	-1	4932824	4987065	PPL	protein_coding
ENSG00000118898	ENST00000592772	16	-1	4933573	5010742	PPL	protein_coding
ENSG00000103184	ENST00000251170	16	1	5008318	5069159	SEC14L5	protein_coding
ENSG00000103184	ENST00000587469	16	1	5009256	5041871	SEC14L5	protein_coding
ENSG00000103174	ENST00000312251	16	-1	5074845	5083935	NAGPA	protein_coding
ENSG00000103174	ENST00000381955	16	-1	5074845	5083935	NAGPA	protein_coding
ENSG00000103174	ENST00000563578	16	-1	5074931	5083633	NAGPA	protein_coding
ENSG00000103174	ENST00000562346	16	-1	5078121	5083637	NAGPA	protein_coding
ENSG00000033011	ENST00000588623	16	1	5083961	5135391	ALG1	protein_coding
ENSG00000153446	ENST00000474471	16	-1	5094123	5115972	C16orf89	protein_coding
ENSG00000153446	ENST00000472572	16	-1	5094123	5116041	C16orf89	protein_coding
ENSG00000153446	ENST00000315997	16	-1	5094123	5116111	C16orf89	protein_coding
ENSG00000153446	ENST00000350219	16	-1	5094124	5116111	C16orf89	protein_coding
ENSG00000153446	ENST00000422873	16	-1	5094124	5116111	C16orf89	protein_coding
ENSG00000033011	ENST00000262374	16	1	5121820	5135395	ALG1	protein_coding
ENSG00000033011	ENST00000586840	16	1	5121823	5127470	ALG1	protein_coding
ENSG00000033011	ENST00000591783	16	1	5122206	5128853	ALG1	protein_coding
ENSG00000033011	ENST00000544428	16	1	5122249	5135058	ALG1	protein_coding
ENSG00000118894	ENST00000458008	16	-1	5134305	5147789	FAM86A	protein_coding
ENSG00000118894	ENST00000427587	16	-1	5134305	5147809	FAM86A	protein_coding
ENSG00000118894	ENST00000587133	16	-1	5135573	5147743	FAM86A	protein_coding
ENSG00000078328	ENST00000547605	16	1	6069095	7703848	RBFOX1	protein_coding
ENSG00000078328	ENST00000550418	16	1	6069132	7760842	RBFOX1	protein_coding
ENSG00000078328	ENST00000553186	16	1	6069132	7760842	RBFOX1	protein_coding
ENSG00000078328	ENST00000547372	16	1	6069594	7761460	RBFOX1	protein_coding
ENSG00000078328	ENST00000422070	16	1	6069704	7759783	RBFOX1	protein_coding
ENSG00000078328	ENST00000535565	16	1	6533180	7759778	RBFOX1	protein_coding
ENSG00000078328	ENST00000552089	16	1	6533387	7760765	RBFOX1	protein_coding
ENSG00000078328	ENST00000551752	16	1	6533794	7703848	RBFOX1	protein_coding
ENSG00000078328	ENST00000547338	16	1	6823810	7760846	RBFOX1	protein_coding
ENSG00000078328	ENST00000436368	16	1	7382751	7760846	RBFOX1	protein_coding
ENSG00000078328	ENST00000311745	16	1	7382751	7762506	RBFOX1	protein_coding
ENSG00000078328	ENST00000355637	16	1	7382751	7762506	RBFOX1	protein_coding
ENSG00000078328	ENST00000340209	16	1	7382751	7763340	RBFOX1	protein_coding
ENSG00000078328	ENST00000570626	16	1	7560124	7645643	RBFOX1	protein_coding
ENSG00000078328	ENST00000567470	16	1	7703868	7760821	RBFOX1	protein_coding
ENSG00000232258	ENST00000568335	16	-1	8619502	8622226	TMEM114	protein_coding
ENSG00000067365	ENST00000563958	16	1	8715540	8722665	METTL22	protein_coding
ENSG00000067365	ENST00000381920	16	1	8715545	8740079	METTL22	protein_coding
ENSG00000067365	ENST00000564554	16	1	8715567	8719570	METTL22	protein_coding
ENSG00000067365	ENST00000561758	16	1	8715586	8740048	METTL22	protein_coding
ENSG00000067365	ENST00000562151	16	1	8734995	8739884	METTL22	protein_coding
ENSG00000067365	ENST00000562973	16	1	8736325	8738901	METTL22	protein_coding
ENSG00000183044	ENST00000268251	16	1	8768422	8878432	ABAT	protein_coding
ENSG00000183044	ENST00000564714	16	1	8768453	8844313	ABAT	protein_coding
ENSG00000183044	ENST00000568847	16	1	8806694	8839882	ABAT	protein_coding
ENSG00000183044	ENST00000561870	16	1	8806812	8841992	ABAT	protein_coding
ENSG00000183044	ENST00000396600	16	1	8806826	8878432	ABAT	protein_coding
ENSG00000183044	ENST00000565016	16	1	8807458	8844342	ABAT	protein_coding
ENSG00000183044	ENST00000567812	16	1	8807471	8875436	ABAT	protein_coding
ENSG00000183044	ENST00000425191	16	1	8814573	8875447	ABAT	protein_coding
ENSG00000183044	ENST00000569156	16	1	8814576	8875379	ABAT	protein_coding
ENSG00000140650	ENST00000566983	16	1	8882680	8941725	PMM2	protein_coding
ENSG00000184857	ENST00000333050	16	-1	8889037	8891505	TMEM186	protein_coding
ENSG00000140650	ENST00000268261	16	1	8891674	8943188	PMM2	protein_coding
ENSG00000140650	ENST00000539622	16	1	8891699	8941908	PMM2	protein_coding
ENSG00000140650	ENST00000537352	16	1	8891724	8941887	PMM2	protein_coding
ENSG00000140650	ENST00000569958	16	1	8891724	8941896	PMM2	protein_coding
ENSG00000153048	ENST00000396593	16	-1	8946799	8962258	CARHSP1	protein_coding
ENSG00000153048	ENST00000311052	16	-1	8948770	8962866	CARHSP1	protein_coding
ENSG00000153048	ENST00000561530	16	-1	8948778	8962218	CARHSP1	protein_coding
ENSG00000153048	ENST00000567554	16	-1	8948922	8955570	CARHSP1	protein_coding
ENSG00000153048	ENST00000565287	16	-1	8949071	8962863	CARHSP1	protein_coding
ENSG00000153048	ENST00000567908	16	-1	8949088	8961744	CARHSP1	protein_coding
ENSG00000153048	ENST00000570125	16	-1	8949091	8962576	CARHSP1	protein_coding
ENSG00000153048	ENST00000568117	16	-1	8949128	8961285	CARHSP1	protein_coding
ENSG00000153048	ENST00000568968	16	-1	8949147	8955634	CARHSP1	protein_coding
ENSG00000153048	ENST00000562843	16	-1	8951947	8962200	CARHSP1	protein_coding
ENSG00000153048	ENST00000569398	16	-1	8952275	8955630	CARHSP1	protein_coding
ENSG00000187555	ENST00000344836	16	-1	8985951	9057341	USP7	protein_coding
ENSG00000187555	ENST00000381886	16	-1	8987653	9030586	USP7	protein_coding
ENSG00000187555	ENST00000535863	16	-1	8987797	9030530	USP7	protein_coding
ENSG00000187555	ENST00000563085	16	-1	8988902	9050237	USP7	protein_coding
ENSG00000187555	ENST00000566004	16	-1	9014262	9050237	USP7	protein_coding
ENSG00000187555	ENST00000569230	16	-1	9014300	9058371	USP7	protein_coding
ENSG00000187555	ENST00000566273	16	-1	9015017	9056469	USP7	protein_coding
ENSG00000187555	ENST00000564117	16	-1	9015034	9029713	USP7	protein_coding
ENSG00000182831	ENST00000327827	16	1	9185505	9215497	C16orf72	protein_coding
ENSG00000260362	ENST00000561538	16	-1	9760742	9770700	RP11-297M9.1	protein_coding
ENSG00000183454	ENST00000396573	16	-1	9852376	10276611	GRIN2A	protein_coding
ENSG00000183454	ENST00000562109	16	-1	9856532	10274289	GRIN2A	protein_coding
ENSG00000183454	ENST00000535259	16	-1	9856533	10064652	GRIN2A	protein_coding
ENSG00000183454	ENST00000404927	16	-1	9856533	10275924	GRIN2A	protein_coding
ENSG00000183454	ENST00000330684	16	-1	9856918	10276263	GRIN2A	protein_coding
ENSG00000183454	ENST00000396575	16	-1	9857006	10274268	GRIN2A	protein_coding
ENSG00000166669	ENST00000562527	16	1	10479912	10524529	ATF7IP2	protein_coding
ENSG00000166669	ENST00000396559	16	1	10479912	10577495	ATF7IP2	protein_coding
ENSG00000166669	ENST00000396560	16	1	10479912	10577495	ATF7IP2	protein_coding
ENSG00000166669	ENST00000562102	16	1	10479915	10524729	ATF7IP2	protein_coding
ENSG00000166669	ENST00000543967	16	1	10479916	10576343	ATF7IP2	protein_coding
ENSG00000166669	ENST00000569939	16	1	10479918	10524556	ATF7IP2	protein_coding
ENSG00000166669	ENST00000569900	16	1	10479918	10524700	ATF7IP2	protein_coding
ENSG00000166669	ENST00000356427	16	1	10524452	10577494	ATF7IP2	protein_coding
ENSG00000166669	ENST00000324570	16	1	10524478	10577494	ATF7IP2	protein_coding
ENSG00000213853	ENST00000359543	16	-1	10622279	10674555	EMP2	protein_coding
ENSG00000213853	ENST00000536829	16	-1	10626706	10653011	EMP2	protein_coding
ENSG00000153060	ENST00000283025	16	-1	10721358	10788802	TEKT5	protein_coding
ENSG00000153060	ENST00000576638	16	-1	10729621	10783976	TEKT5	protein_coding
ENSG00000103274	ENST00000574334	16	1	10837643	10851851	NUBP1	protein_coding
ENSG00000103274	ENST00000283027	16	1	10837702	10863208	NUBP1	protein_coding
ENSG00000103274	ENST00000433392	16	1	10837712	10863208	NUBP1	protein_coding
ENSG00000103274	ENST00000571175	16	1	10851730	10863208	NUBP1	protein_coding
ENSG00000103274	ENST00000574691	16	1	10851868	10863208	NUBP1	protein_coding
ENSG00000166676	ENST00000572428	16	-1	10860533	10868853	TVP23A	protein_coding
ENSG00000166676	ENST00000299866	16	-1	10860533	10912642	TVP23A	protein_coding
ENSG00000166676	ENST00000572102	16	-1	10860538	10867298	TVP23A	protein_coding
ENSG00000179583	ENST00000324288	16	1	10971055	11023624	CIITA	protein_coding
ENSG00000179583	ENST00000381835	16	1	10971067	11018294	CIITA	protein_coding
ENSG00000179583	ENST00000576601	16	1	10972826	10996017	CIITA	protein_coding
ENSG00000182108	ENST00000331808	16	-1	11022748	11036317	DEXI	protein_coding
ENSG00000038532	ENST00000409790	16	1	11038345	11276046	CLEC16A	protein_coding
ENSG00000038532	ENST00000409552	16	1	11038438	11220201	CLEC16A	protein_coding
ENSG00000038532	ENST00000428742	16	1	11217600	11251082	CLEC16A	protein_coding
ENSG00000038532	ENST00000436973	16	1	11217752	11251090	CLEC16A	protein_coding
ENSG00000038532	ENST00000261657	16	1	11217757	11276038	CLEC16A	protein_coding
ENSG00000038532	ENST00000381822	16	1	11219925	11276026	CLEC16A	protein_coding
ENSG00000175643	ENST00000572173	16	1	11343506	11445612	RMI2	protein_coding
ENSG00000185338	ENST00000332029	16	-1	11348262	11350036	SOCS1	protein_coding
ENSG00000178279	ENST00000312693	16	-1	11361714	11363189	TNP2	protein_coding
ENSG00000178257	ENST00000327157	16	-1	11367144	11367452	PRM3	protein_coding
ENSG00000122304	ENST00000241808	16	-1	11369496	11370337	PRM2	protein_coding
ENSG00000122304	ENST00000435245	16	-1	11369497	11370337	PRM2	protein_coding
ENSG00000175646	ENST00000312511	16	-1	11374693	11375207	PRM1	protein_coding
ENSG00000175643	ENST00000381820	16	1	11410636	11445585	RMI2	protein_coding
ENSG00000175643	ENST00000312499	16	1	11439288	11445619	RMI2	protein_coding
ENSG00000175643	ENST00000576027	16	1	11439307	11445222	RMI2	protein_coding
ENSG00000188897	ENST00000595168	16	-1	11453702	11477562	CTD-3088G3.8	protein_coding
ENSG00000188897	ENST00000599216	16	-1	11465872	11485922	CTD-3088G3.8	protein_coding
ENSG00000188897	ENST00000595360	16	-1	11465872	11492366	CTD-3088G3.8	protein_coding
ENSG00000188897	ENST00000598234	16	-1	11493348	11617444	CTD-3088G3.8	protein_coding
ENSG00000188897	ENST00000344649	16	-1	11536047	11585611	CTD-3088G3.8	protein_coding
ENSG00000189067	ENST00000571688	16	-1	11641853	11681419	LITAF	protein_coding
ENSG00000189067	ENST00000413364	16	-1	11641855	11680806	LITAF	protein_coding
ENSG00000189067	ENST00000339430	16	-1	11641856	11680229	LITAF	protein_coding
ENSG00000189067	ENST00000381810	16	-1	11642459	11680788	LITAF	protein_coding
ENSG00000189067	ENST00000570904	16	-1	11642963	11681103	LITAF	protein_coding
ENSG00000189067	ENST00000571459	16	-1	11643168	11680759	LITAF	protein_coding
ENSG00000189067	ENST00000572255	16	-1	11643458	11680775	LITAF	protein_coding
ENSG00000189067	ENST00000576036	16	-1	11643469	11723066	LITAF	protein_coding
ENSG00000189067	ENST00000574763	16	-1	11643482	11680775	LITAF	protein_coding
ENSG00000189067	ENST00000571627	16	-1	11643518	11692356	LITAF	protein_coding
ENSG00000189067	ENST00000570798	16	-1	11643567	11680774	LITAF	protein_coding
ENSG00000189067	ENST00000574701	16	-1	11645629	11681145	LITAF	protein_coding
ENSG00000189067	ENST00000571976	16	-1	11647279	11680797	LITAF	protein_coding
ENSG00000189067	ENST00000574703	16	-1	11650140	11680775	LITAF	protein_coding
ENSG00000189067	ENST00000574848	16	-1	11650413	11730237	LITAF	protein_coding
ENSG00000189067	ENST00000571277	16	-1	11650468	11680775	LITAF	protein_coding
ENSG00000189067	ENST00000576334	16	-1	11650578	11730233	LITAF	protein_coding
ENSG00000184602	ENST00000329565	16	1	11762270	11773015	SNN	protein_coding
ENSG00000153066	ENST00000283033	16	-1	11772936	11836734	TXNDC11	protein_coding
ENSG00000153066	ENST00000356957	16	-1	11772939	11836694	TXNDC11	protein_coding
ENSG00000153066	ENST00000575591	16	-1	11785846	11829986	TXNDC11	protein_coding
ENSG00000122299	ENST00000396516	16	-1	11844442	11876408	ZC3H7A	protein_coding
ENSG00000122299	ENST00000355758	16	-1	11844442	11891123	ZC3H7A	protein_coding
ENSG00000122299	ENST00000575984	16	-1	11844449	11853706	ZC3H7A	protein_coding
ENSG00000122299	ENST00000571198	16	-1	11850185	11891088	ZC3H7A	protein_coding
ENSG00000122299	ENST00000576009	16	-1	11861293	11870376	ZC3H7A	protein_coding
ENSG00000122299	ENST00000572870	16	-1	11870614	11876890	ZC3H7A	protein_coding
ENSG00000122299	ENST00000576018	16	-1	11873096	11890383	ZC3H7A	protein_coding
ENSG00000122299	ENST00000572781	16	-1	11873118	11891102	ZC3H7A	protein_coding
ENSG00000122299	ENST00000574995	16	-1	11873146	11890808	ZC3H7A	protein_coding
ENSG00000171490	ENST00000571133	16	-1	11929056	11945442	RSL1D1	protein_coding
ENSG00000171490	ENST00000542106	16	-1	11931575	11945437	RSL1D1	protein_coding
ENSG00000171490	ENST00000355674	16	-1	11931823	11945401	RSL1D1	protein_coding
ENSG00000171490	ENST00000573251	16	-1	11933706	11945373	RSL1D1	protein_coding
ENSG00000171490	ENST00000571988	16	-1	11940417	11944902	RSL1D1	protein_coding
ENSG00000171490	ENST00000573791	16	-1	11940591	11945089	RSL1D1	protein_coding
ENSG00000103342	ENST00000434724	16	-1	11961985	12009777	GSPT1	protein_coding
ENSG00000103342	ENST00000439887	16	-1	11966536	12009735	GSPT1	protein_coding
ENSG00000103342	ENST00000565267	16	-1	11966539	11991738	GSPT1	protein_coding
ENSG00000103342	ENST00000563468	16	-1	11966541	11991745	GSPT1	protein_coding
ENSG00000103342	ENST00000420576	16	-1	11966976	12009939	GSPT1	protein_coding
ENSG00000103342	ENST00000568849	16	-1	11981464	12009067	GSPT1	protein_coding
ENSG00000103342	ENST00000562169	16	-1	11990473	12009060	GSPT1	protein_coding
ENSG00000234719	ENST00000399147	16	-1	12021230	12035902	RP11-166B2.1	protein_coding
ENSG00000234719	ENST00000547494	16	-1	12021452	12035902	RP11-166B2.1	protein_coding
ENSG00000234719	ENST00000538896	16	-1	12024370	12070491	RP11-166B2.1	protein_coding
ENSG00000048462	ENST00000053243	16	1	12058964	12061925	TNFRSF17	protein_coding
ENSG00000048462	ENST00000396495	16	1	12059070	12061852	TNFRSF17	protein_coding
ENSG00000048462	ENST00000562385	16	1	12059207	12061561	TNFRSF17	protein_coding
ENSG00000269121	ENST00000597717	16	-1	12062000	12062333	AC007216.2	protein_coding
ENSG00000048471	ENST00000566228	16	1	12070595	12668146	SNX29	protein_coding
ENSG00000048471	ENST00000563308	16	1	12146055	12229594	SNX29	protein_coding
ENSG00000048471	ENST00000323433	16	1	12146055	12620470	SNX29	protein_coding
ENSG00000048471	ENST00000306030	16	1	12146055	12668145	SNX29	protein_coding
ENSG00000175604	ENST00000312019	16	-1	12180603	12184159	RP11-276H1.3	protein_coding
ENSG00000048471	ENST00000564791	16	1	12223554	12621254	SNX29	protein_coding
ENSG00000048471	ENST00000562510	16	1	12450110	12537222	SNX29	protein_coding
ENSG00000103381	ENST00000381774	16	-1	12756919	12897874	CPPED1	protein_coding
ENSG00000103381	ENST00000261660	16	-1	12757344	12897708	CPPED1	protein_coding
ENSG00000103381	ENST00000433677	16	-1	12757344	12897708	CPPED1	protein_coding
ENSG00000237515	ENST00000558318	16	1	12995477	13005507	SHISA9	protein_coding
ENSG00000237515	ENST00000424107	16	1	12995477	13329566	SHISA9	protein_coding
ENSG00000237515	ENST00000558583	16	1	12995477	13334272	SHISA9	protein_coding
ENSG00000237515	ENST00000423335	16	1	12995614	13005507	SHISA9	protein_coding
ENSG00000175595	ENST00000575156	16	1	14014014	14027104	ERCC4	protein_coding
ENSG00000175595	ENST00000311895	16	1	14014014	14046202	ERCC4	protein_coding
ENSG00000186260	ENST00000574998	16	1	14165178	14304155	MKL2	protein_coding
ENSG00000186260	ENST00000571589	16	1	14165179	14360628	MKL2	protein_coding
ENSG00000186260	ENST00000574045	16	1	14165196	14355305	MKL2	protein_coding
ENSG00000186260	ENST00000318282	16	1	14173145	14360629	MKL2	protein_coding
ENSG00000186260	ENST00000573434	16	1	14234482	14264327	MKL2	protein_coding
ENSG00000186260	ENST00000572567	16	1	14280574	14335282	MKL2	protein_coding
ENSG00000186260	ENST00000341243	16	1	14280772	14355499	MKL2	protein_coding
ENSG00000186260	ENST00000573051	16	1	14294187	14335325	MKL2	protein_coding
ENSG00000140694	ENST00000437198	16	-1	14529558	14724124	PARN	protein_coding
ENSG00000140694	ENST00000420015	16	-1	14530130	14724116	PARN	protein_coding
ENSG00000140694	ENST00000341484	16	-1	14530462	14724133	PARN	protein_coding
ENSG00000140694	ENST00000539279	16	-1	14530525	14724095	PARN	protein_coding
ENSG00000269049	ENST00000599734	16	1	14564842	14565054	AC092291.2	protein_coding
ENSG00000140694	ENST00000569444	16	-1	14649511	14704600	PARN	protein_coding
ENSG00000140694	ENST00000562896	16	-1	14721033	14726585	PARN	protein_coding
ENSG00000103429	ENST00000261658	16	1	14726672	14763093	BFAR	protein_coding
ENSG00000103429	ENST00000563971	16	1	14726788	14762207	BFAR	protein_coding
ENSG00000103429	ENST00000570219	16	1	14727020	14742309	BFAR	protein_coding
ENSG00000103429	ENST00000426842	16	1	14738145	14761925	BFAR	protein_coding
ENSG00000103429	ENST00000562545	16	1	14742401	14761694	BFAR	protein_coding
ENSG00000103429	ENST00000564078	16	1	14755821	14759038	BFAR	protein_coding
ENSG00000103429	ENST00000565478	16	1	14755887	14763088	BFAR	protein_coding
ENSG00000069764	ENST00000438167	16	-1	14766405	14788526	PLA2G10	protein_coding
ENSG00000224712	ENST00000526520	16	1	14802801	14818635	NPIPA3	protein_coding
ENSG00000224712	ENST00000531598	16	1	14802801	14820195	NPIPA3	protein_coding
ENSG00000224712	ENST00000552140	16	1	14805546	14820150	NPIPA3	protein_coding
ENSG00000254852	ENST00000530328	16	1	14841923	14857755	NPIPA2	protein_coding
ENSG00000254852	ENST00000529166	16	1	14841923	14859270	NPIPA2	protein_coding
ENSG00000254852	ENST00000553201	16	1	14844670	14859270	NPIPA2	protein_coding
ENSG00000103512	ENST00000287667	16	1	14927538	14990017	NOMO1	protein_coding
ENSG00000103512	ENST00000565655	16	1	14980632	14990013	NOMO1	protein_coding
ENSG00000183426	ENST00000328085	16	1	15031300	15045913	NPIPA1	protein_coding
ENSG00000183426	ENST00000424549	16	1	15032072	15043937	NPIPA1	protein_coding
ENSG00000183426	ENST00000537062	16	1	15039742	15044378	NPIPA1	protein_coding
ENSG00000179889	ENST00000563679	16	1	15068448	15130535	PDXDC1	protein_coding
ENSG00000179889	ENST00000563667	16	1	15068594	15100281	PDXDC1	protein_coding
ENSG00000179889	ENST00000325823	16	1	15068599	15130535	PDXDC1	protein_coding
ENSG00000179889	ENST00000563522	16	1	15068660	15100267	PDXDC1	protein_coding
ENSG00000179889	ENST00000447912	16	1	15068675	15130251	PDXDC1	protein_coding
ENSG00000179889	ENST00000535621	16	1	15068869	15233196	PDXDC1	protein_coding
ENSG00000179889	ENST00000566426	16	1	15068888	15092219	PDXDC1	protein_coding
ENSG00000179889	ENST00000455313	16	1	15068937	15123662	PDXDC1	protein_coding
ENSG00000179889	ENST00000396410	16	1	15068960	15131552	PDXDC1	protein_coding
ENSG00000179889	ENST00000569715	16	1	15068980	15131544	PDXDC1	protein_coding
ENSG00000179889	ENST00000450288	16	1	15068986	15130461	PDXDC1	protein_coding
ENSG00000179889	ENST00000567306	16	1	15070620	15111244	PDXDC1	protein_coding
ENSG00000157045	ENST00000287706	16	-1	15131710	15149921	NTAN1	protein_coding
ENSG00000157045	ENST00000568320	16	-1	15132431	15149911	NTAN1	protein_coding
ENSG00000157045	ENST00000566419	16	-1	15132433	15149896	NTAN1	protein_coding
ENSG00000085721	ENST00000198767	16	-1	15153879	15188174	RRN3	protein_coding
ENSG00000085721	ENST00000563559	16	-1	15153892	15188168	RRN3	protein_coding
ENSG00000085721	ENST00000429751	16	-1	15155285	15188106	RRN3	protein_coding
ENSG00000085721	ENST00000327307	16	-1	15155486	15187865	RRN3	protein_coding
ENSG00000085721	ENST00000540462	16	-1	15155595	15180257	RRN3	protein_coding
ENSG00000085721	ENST00000564131	16	-1	15170292	15188110	RRN3	protein_coding
ENSG00000183793	ENST00000360151	16	-1	15457516	15472151	NPIPA5	protein_coding
ENSG00000183793	ENST00000543801	16	-1	15457815	15472151	NPIPA5	protein_coding
ENSG00000183793	ENST00000432570	16	-1	15458702	15463926	NPIPA5	protein_coding
ENSG00000183793	ENST00000534094	16	-1	15459031	15474904	NPIPA5	protein_coding
ENSG00000156968	ENST00000287594	16	1	15489611	15507125	MPV17L	protein_coding
ENSG00000261130	ENST00000568766	16	1	15489611	15609205	RP11-1021N1.1	protein_coding
ENSG00000156968	ENST00000396385	16	1	15489636	15502296	MPV17L	protein_coding
ENSG00000166780	ENST00000300006	16	1	15528152	15682116	C16orf45	protein_coding
ENSG00000166780	ENST00000566490	16	1	15528332	15681829	C16orf45	protein_coding
ENSG00000166780	ENST00000452191	16	1	15596123	15681931	C16orf45	protein_coding
ENSG00000166780	ENST00000564389	16	1	15609162	15681705	C16orf45	protein_coding
ENSG00000166780	ENST00000561692	16	1	15609200	15678039	C16orf45	protein_coding
ENSG00000166780	ENST00000565857	16	1	15661840	15718885	C16orf45	protein_coding
ENSG00000166783	ENST00000396368	16	-1	15688243	15737023	KIAA0430	protein_coding
ENSG00000166783	ENST00000540441	16	-1	15688244	15736881	KIAA0430	protein_coding
ENSG00000166783	ENST00000344181	16	-1	15688245	15737009	KIAA0430	protein_coding
ENSG00000166783	ENST00000548025	16	-1	15690028	15736965	KIAA0430	protein_coding
ENSG00000166783	ENST00000551742	16	-1	15690028	15736965	KIAA0430	protein_coding
ENSG00000166783	ENST00000602337	16	-1	15690028	15736965	KIAA0430	protein_coding
ENSG00000166783	ENST00000549219	16	-1	15729851	15736345	KIAA0430	protein_coding
ENSG00000072864	ENST00000396353	16	1	15737124	15793679	NDE1	protein_coding
ENSG00000072864	ENST00000396355	16	1	15737124	15820210	NDE1	protein_coding
ENSG00000072864	ENST00000396354	16	1	15744084	15820210	NDE1	protein_coding
